book_id,title,author,genre,themes,description,avg_rating
0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,Fiction,"life,story,journey,discovery,humanity",The Dogs of Babel (Today Show Book Club #12) by Carolyn Parkhurst,4.4
0440241537,The King of Torts,JOHN GRISHAM,Fiction,"life,story,journey,discovery,humanity",The King of Torts by JOHN GRISHAM,3.7
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,Fiction,"life,story,journey,discovery,humanity",The Tale of the Body Thief (Vampire Chronicles (Paperback)) by Anne Rice,3.6
0425181103,Phantoms,Dean R. Koontz,Fiction,"life,story,journey,discovery,humanity",Phantoms by Dean R. Koontz,4.1
0380718340,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,Fiction,"life,story,journey,discovery,humanity",Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)) by Patricia D. Cornwell,4.1
0451153553,Misery,Stephen King,Fiction,"life,story,journey,discovery,humanity",Misery by Stephen King,4.0
0142001805,The Eyre Affair: A Novel,Jasper Fforde,Fiction,"life,story,journey,discovery,humanity",The Eyre Affair: A Novel by Jasper Fforde,4.3
0425147622,The Body Farm,Patricia Daniels Cornwell,Fiction,"life,story,journey,discovery,humanity",The Body Farm by Patricia Daniels Cornwell,4.1
0553582763,By the Light of the Moon,DEAN KOONTZ,Fiction,"life,story,journey,discovery,humanity",By the Light of the Moon by DEAN KOONTZ,4.1
0345384369,Intensity,DEAN KOONTZ,Fiction,"life,story,journey,discovery,humanity",Intensity by DEAN KOONTZ,4.0
0425144429,Mr. Murder,Dean R. Koontz,Mystery,"mystery,crime,suspense,detective",Mr. Murder by Dean R. Koontz,3.6
0312305060,The Hours: A Novel,Michael Cunningham,Fiction,"life,story,journey,discovery,humanity",The Hours: A Novel by Michael Cunningham,3.9
0399146431,The Bonesetter's Daughter,Amy Tan,Fiction,"life,story,journey,discovery,humanity",The Bonesetter's Daughter by Amy Tan,4.1
0385482388,The Mistress of Spices,Chitra Banerjee Divakaruni,Fiction,"life,story,journey,discovery,humanity",The Mistress of Spices by Chitra Banerjee Divakaruni,3.6
0375706771,Midwives: A Novel,Chris Bohjalian,Fiction,"life,story,journey,discovery,humanity",Midwives: A Novel by Chris Bohjalian,4.0
0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,Fiction,"life,story,journey,discovery,humanity",Song of Solomon (Oprah's Book Club (Paperback)) by Toni Morrison,3.8
0451191145,Atlas Shrugged,Ayn Rand,Fiction,"life,story,journey,discovery,humanity",Atlas Shrugged by Ayn Rand,4.0
0060987561,I Know This Much Is True,Wally Lamb,Memoir,"memoir,life,identity,resilience,growth",I Know This Much Is True by Wally Lamb,4.2
0312265867,To the Nines: A Stephanie Plum Novel,Janet Evanovich,Fiction,"life,story,journey,discovery,humanity",To the Nines: A Stephanie Plum Novel by Janet Evanovich,4.3
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,Memoir,"memoir,life,identity,resilience,growth",Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series) by Richard Carlson,3.8
0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,Fiction,"life,story,journey,discovery,humanity",Monster : A Novel (Alex Delaware Novels (Paperback)) by JONATHAN KELLERMAN,3.6
1559029838,Call of the Wild,Jack London,Fiction,"life,story,journey,discovery,humanity",Call of the Wild by Jack London,4.1
0679746048,"Girl, Interrupted",SUSANNA KAYSEN,Fiction,"life,story,journey,discovery,humanity","Girl, Interrupted by SUSANNA KAYSEN",3.8
0446610100,Wish You Well,David Baldacci,Fiction,"life,story,journey,discovery,humanity",Wish You Well by David Baldacci,4.1
0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,Fiction,"life,story,journey,discovery,humanity",Four To Score (A Stephanie Plum Novel) by Janet Evanovich,4.1
051512317X,Rising Tides,Nora Roberts,Fiction,"life,story,journey,discovery,humanity",Rising Tides by Nora Roberts,3.9
0380002930,Watership Down,Richard Adams,Fiction,"life,story,journey,discovery,humanity",Watership Down by Richard Adams,4.4
0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,Fiction,"life,story,journey,discovery,humanity",High Five (A Stephanie Plum Novel) by Janet Evanovich,4.3
0060958022,Five Quarters of the Orange,Joanne Harris,Fiction,"life,story,journey,discovery,humanity",Five Quarters of the Orange by Joanne Harris,3.9
0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,Fiction,"life,story,journey,discovery,humanity","Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies by Laura Esquivel",3.7
0375412824,The Dive From Clausen's Pier (Alex Awards),ANN PACKER,Fiction,"life,story,journey,discovery,humanity",The Dive From Clausen's Pier (Alex Awards) by ANN PACKER,4.0
1558743669,"A Child Called \""It\"": One Child's Courage to Survive",Dave Pelzer,YA/Family,"family,growth,coming-of-age,identity","A Child Called \""It\"": One Child's Courage to Survive by Dave Pelzer",3.9
0553582135,Final Target,Iris Johansen,Fiction,"life,story,journey,discovery,humanity",Final Target by Iris Johansen,3.7
0767907817,Bookends : A Novel,Jane Green,Fiction,"life,story,journey,discovery,humanity",Bookends : A Novel by Jane Green,3.8
0385720106,A Map of the World,Jane Hamilton,Fiction,"life,story,journey,discovery,humanity",A Map of the World by Jane Hamilton,3.5
0553208845,Siddhartha,Hermann Hesse,Fiction,"life,story,journey,discovery,humanity",Siddhartha by Hermann Hesse,4.4
0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,Fiction,"life,story,journey,discovery,humanity",Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2) by Tim LaHaye,4.2
0440221471,The Runaway Jury,JOHN GRISHAM,Fiction,"life,story,journey,discovery,humanity",The Runaway Jury by JOHN GRISHAM,3.9
0425143325,Without Remorse,Tom Clancy,Fiction,"life,story,journey,discovery,humanity",Without Remorse by Tom Clancy,3.9
0425180964,The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,Fantasy,"magic,adventure,fantasy,quest,power",The Bear and the Dragon (Jack Ryan Novels) by Tom Clancy,4.1
0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,Fiction,"life,story,journey,discovery,humanity",The Divine Secrets of the Ya-Ya Sisterhood: A Novel by Rebecca Wells,3.9
0061020710,The Color of Magic,Terry Pratchett,Fantasy,"magic,adventure,fantasy,quest,power",The Color of Magic by Terry Pratchett,3.6
0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,Fiction,"life,story,journey,discovery,humanity",The Hobbit : The Enchanting Prelude to The Lord of the Rings by J.R.R. TOLKIEN,4.3
0385199570,The Stand (The Complete and Uncut Edition),Stephen King,Fiction,"life,story,journey,discovery,humanity",The Stand (The Complete and Uncut Edition) by Stephen King,4.3
1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,Spirituality,"spirituality,faith,meaning,purpose,peace",Chicken Soup for the Teenage Soul (Chicken Soup for the Soul) by Jack Canfield,3.9
055357230X,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,Fiction,"life,story,journey,discovery,humanity",The Clinic (Alex Delaware Novels (Paperback)) by Jonathan Kellerman,3.7
0671004107,Contact,Carl Sagan,Fiction,"life,story,journey,discovery,humanity",Contact by Carl Sagan,4.0
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,Fiction,"life,story,journey,discovery,humanity",Harry Potter and the Chamber of Secrets (Book 2) by J. K. Rowling,4.4
0679751602,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,Self-Help,"growth,productivity,success,mindset,change",Mama Makes Up Her Mind: And Other Dangers of Southern Living by Bailey White,3.8
0553211404,Jane Eyre (Bantam Classics),Charlotte Bronte,Fiction,"life,story,journey,discovery,humanity",Jane Eyre (Bantam Classics) by Charlotte Bronte,4.3
1400032717,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),Mark Haddon,Fiction,"life,story,journey,discovery,humanity",The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries) by Mark Haddon,4.4
0061097314,The Bean Trees,Barbara Kingsolver,Fiction,"life,story,journey,discovery,humanity",The Bean Trees by Barbara Kingsolver,4.0
0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,Romance,"love,romance,relationships,emotion",Love in the Time of Cholera (Penguin Great Books of the 20th Century) by Gabriel Garcia Marquez,4.1
0684857820,Lucky,Alice Sebold,Fiction,"life,story,journey,discovery,humanity",Lucky by Alice Sebold,4.1
037541309X,Balzac and the Little Chinese Seamstress,Dai Sijie,Fiction,"life,story,journey,discovery,humanity",Balzac and the Little Chinese Seamstress by Dai Sijie,4.1
0553579606,Ashes to Ashes,TAMI HOAG,Fiction,"life,story,journey,discovery,humanity",Ashes to Ashes by TAMI HOAG,3.6
006099486X,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",Simon Winchester,Mystery,"mystery,crime,suspense,detective","The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary by Simon Winchester",4.0
0670855030,Insomnia,Stephen King,Fiction,"life,story,journey,discovery,humanity",Insomnia by Stephen King,4.2
0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",M. Scott Peck,Romance,"love,romance,relationships,emotion","ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback)) by M. Scott Peck",3.7
0811802981,The Golden Mean: In Which the Extraordinary Correspondence of Griffin & Sabine Concludes,Nick Bantock,Fiction,"life,story,journey,discovery,humanity",The Golden Mean: In Which the Extraordinary Correspondence of Griffin & Sabine Concludes by Nick Bantock,4.5
0553289411,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,Fiction,"life,story,journey,discovery,humanity",The Plains of Passage (Earth's Children (Paperback)) by JEAN M. AUEL,3.8
0345447840,The Surgeon,TESS GERRITSEN,Fiction,"life,story,journey,discovery,humanity",The Surgeon by TESS GERRITSEN,3.8
044661193X,Basket Case,Carl Hiaasen,Fiction,"life,story,journey,discovery,humanity",Basket Case by Carl Hiaasen,3.9
0446359866,Presumed Innocent,Scott Turow,Fiction,"life,story,journey,discovery,humanity",Presumed Innocent by Scott Turow,3.8
0446602612,The Poet,Michael Connelly,Fiction,"life,story,journey,discovery,humanity",The Poet by Michael Connelly,4.1
0446612790,2nd Chance,James Patterson,Fiction,"life,story,journey,discovery,humanity",2nd Chance by James Patterson,3.9
0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,Fiction,"life,story,journey,discovery,humanity",Anne of Avonlea (Anne of Green Gables Novels (Paperback)) by L.M. MONTGOMERY,4.4
002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,Memoir,"memoir,life,identity,resilience,growth",Politically Correct Bedtime Stories: Modern Tales for Our Life and Times by James Finn Garner,3.8
0451203895,4 Blondes,Candace Bushnell,Fiction,"life,story,journey,discovery,humanity",4 Blondes by Candace Bushnell,2.8
0553272535,Night,Elie Wiesel,Fiction,"life,story,journey,discovery,humanity",Night by Elie Wiesel,4.3
039480001X,The Cat in the Hat,Dr. Seuss,Fiction,"life,story,journey,discovery,humanity",The Cat in the Hat by Dr. Seuss,4.6
068484477X,STONES FROM THE RIVER,Ursula Hegi,Fiction,"life,story,journey,discovery,humanity",STONES FROM THE RIVER by Ursula Hegi,4.1
0684853515,Hearts In Atlantis : New Fiction,Stephen King,Fiction,"life,story,journey,discovery,humanity",Hearts In Atlantis : New Fiction by Stephen King,4.1
0375504397,Black House,Stephen King,Fiction,"life,story,journey,discovery,humanity",Black House by Stephen King,4.0
0452283205,Falling Angels,Tracy Chevalier,Fiction,"life,story,journey,discovery,humanity",Falling Angels by Tracy Chevalier,3.5
0316779237,Holidays on Ice : Stories,David Sedaris,Fiction,"life,story,journey,discovery,humanity",Holidays on Ice : Stories by David Sedaris,3.8
0875421180,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,Fiction,"life,story,journey,discovery,humanity",Wicca: A Guide for the Solitary Practitioner by Scott Cunningham,4.1
0553250531,The Valley of Horses,JEAN M. AUEL,Fiction,"life,story,journey,discovery,humanity",The Valley of Horses by JEAN M. AUEL,4.0
0440213525,The Client,John Grisham,Fiction,"life,story,journey,discovery,humanity",The Client by John Grisham,3.8
0451188462,Desperation,Stephen King,Fiction,"life,story,journey,discovery,humanity",Desperation by Stephen King,3.8
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,Fiction,"life,story,journey,discovery,humanity",Harry Potter and the Prisoner of Azkaban (Book 3) by J. K. Rowling,4.6
0064400557,Charlotte's Web (Trophy Newbery),E. B. White,Fiction,"life,story,journey,discovery,humanity",Charlotte's Web (Trophy Newbery) by E. B. White,4.6
0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,Fiction,"life,story,journey,discovery,humanity",The Lottery Winner : Alvirah And Willy Stories by Mary Higgins Clark,3.6
0446527785,A Bend in the Road,Nicholas Sparks,Fiction,"life,story,journey,discovery,humanity",A Bend in the Road by Nicholas Sparks,3.6
0553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,Fantasy,"magic,adventure,fantasy,quest,power","A Wizard of Earthsea (Earthsea Trilogy, Book 1) by URSULA K. LE GUIN",3.8
0316096199,Lucky : A Memoir,Alice Sebold,Memoir,"memoir,life,identity,resilience,growth",Lucky : A Memoir by Alice Sebold,4.2
0440200989,Weep No More My Lady,Mary Higgins Clark,Fiction,"life,story,journey,discovery,humanity",Weep No More My Lady by Mary Higgins Clark,3.7
0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,Fiction,"life,story,journey,discovery,humanity",Let Me Call You Sweetheart by Mary Higgins Clark,3.6
0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,Mystery,"mystery,crime,suspense,detective",K Is for Killer (Kinsey Millhone Mysteries (Paperback)) by Sue Grafton,3.8
0446607193,Unspeakable,Sandra Brown,Fiction,"life,story,journey,discovery,humanity",Unspeakable by Sandra Brown,3.9
0373484003,Irish Hearts,Nora Roberts,Fiction,"life,story,journey,discovery,humanity",Irish Hearts by Nora Roberts,4.0
0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,Memoir,"memoir,life,identity,resilience,growth",Catch Me If You Can: The True Story of a Real Fake by Stan Redding,3.9
0440211263,Circle of Friends,Maeve Binchy,Fiction,"life,story,journey,discovery,humanity",Circle of Friends by Maeve Binchy,4.1
0553260111,The Bourne Identity,Robert Ludlum,Fiction,"life,story,journey,discovery,humanity",The Bourne Identity by Robert Ludlum,3.9
0767900383,Under the Tuscan Sun,Frances Mayes,Fiction,"life,story,journey,discovery,humanity",Under the Tuscan Sun by Frances Mayes,3.6
0684865742,Tis: A Memoir,Frank McCourt,Memoir,"memoir,life,identity,resilience,growth",Tis: A Memoir by Frank McCourt,3.8
0671034006,Heartbreaker,Julie Garwood,Fiction,"life,story,journey,discovery,humanity",Heartbreaker by Julie Garwood,4.0
0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,Fiction,"life,story,journey,discovery,humanity",The Cardinal of the Kremlin (Jack Ryan Novels) by Tom Clancy,3.8
074343627X,Dreamcatcher,Stephen King,Fiction,"life,story,journey,discovery,humanity",Dreamcatcher by Stephen King,3.9
067102423X,Bag of Bones,Stephen King,Fiction,"life,story,journey,discovery,humanity",Bag of Bones by Stephen King,4.0
0399143947,Point of Origin,Patricia Daniels Cornwell,Fiction,"life,story,journey,discovery,humanity",Point of Origin by Patricia Daniels Cornwell,4.0
0553268880,The Prince of Tides,Pat Conroy,Fiction,"life,story,journey,discovery,humanity",The Prince of Tides by Pat Conroy,4.1
0316666009,1st to Die: A Novel,James Patterson,Fiction,"life,story,journey,discovery,humanity",1st to Die: A Novel by James Patterson,3.7
0446611867,A Bend in the Road,Nicholas Sparks,Fiction,"life,story,journey,discovery,humanity",A Bend in the Road by Nicholas Sparks,3.8
0385336179,Shopaholic Ties the Knot,Sophie Kinsella,Fiction,"life,story,journey,discovery,humanity",Shopaholic Ties the Knot by Sophie Kinsella,4.0
0553582755,One Door Away from Heaven,Dean R. Koontz,Fiction,"life,story,journey,discovery,humanity",One Door Away from Heaven by Dean R. Koontz,3.9
0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,Fiction,"life,story,journey,discovery,humanity",How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction) by Julia Alvarez,3.8
044651652X,The Bridges of Madison County,Robert James Waller,Fiction,"life,story,journey,discovery,humanity",The Bridges of Madison County by Robert James Waller,3.6
0142002267,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",Stefan Fatsis,Fiction,"life,story,journey,discovery,humanity","Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players by Stefan Fatsis",4.2
0842329277,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6)",Tim Lahaye,Fiction,"life,story,journey,discovery,humanity","Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6) by Tim Lahaye",4.0
0440439884,Island of the Blue Dolphins,SCOTT O'DELL,Fiction,"life,story,journey,discovery,humanity",Island of the Blue Dolphins by SCOTT O'DELL,4.1
0345339738,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,Fiction,"life,story,journey,discovery,humanity","The Return of the King (The Lord of the Rings, Part 3) by J.R.R. TOLKIEN",4.7
0446679593,Suzanne's Diary for Nicholas,James Patterson,Memoir,"memoir,life,identity,resilience,growth",Suzanne's Diary for Nicholas by James Patterson,3.8
0886773520,"Magic's Pawn (The Last Herald-Mage Series, Book 1)",Mercedes Lackey,Fantasy,"magic,adventure,fantasy,quest,power","Magic's Pawn (The Last Herald-Mage Series, Book 1) by Mercedes Lackey",4.2
1573225517,High Fidelity,Nick Hornby,Fiction,"life,story,journey,discovery,humanity",High Fidelity by Nick Hornby,4.2
0802130208,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,Fiction,"life,story,journey,discovery,humanity",A Confederacy of Dunces (Evergreen Book) by John Kennedy Toole,3.7
0156628708,Mrs Dalloway,Virginia Woolf,Fiction,"life,story,journey,discovery,humanity",Mrs Dalloway by Virginia Woolf,3.7
0060199652,Prodigal Summer,Barbara Kingsolver,Fiction,"life,story,journey,discovery,humanity",Prodigal Summer by Barbara Kingsolver,4.3
034541389X,Flesh and Blood,Jonathan Kellerman,Fiction,"life,story,journey,discovery,humanity",Flesh and Blood by Jonathan Kellerman,3.9
0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,Fiction,"life,story,journey,discovery,humanity",White Oleander : A Novel (Oprah's Book Club) by Janet Fitch,3.9
0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,Fiction,"life,story,journey,discovery,humanity",Confessions of an Ugly Stepsister : A Novel by Gregory Maguire,3.8
0375703764,House of Leaves,Mark Z. Danielewski,Fiction,"life,story,journey,discovery,humanity",House of Leaves by Mark Z. Danielewski,4.2
0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,Fiction,"life,story,journey,discovery,humanity",Zen and the Art of Motorcycle Maintenance: An Inquiry into Values by ROBERT PIRSIG,4.1
0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,Fiction,"life,story,journey,discovery,humanity",Dying for Chocolate (Culinary Mysteries (Paperback)) by DIANE MOTT DAVIDSON,3.9
067088300X,The Girls' Guide to Hunting and Fishing,Melissa Bank,Fiction,"life,story,journey,discovery,humanity",The Girls' Guide to Hunting and Fishing by Melissa Bank,3.5
0375727345,House of Sand and Fog,Andre Dubus III,Fiction,"life,story,journey,discovery,humanity",House of Sand and Fog by Andre Dubus III,3.7
0446608890,Saving Faith,David Baldacci,Spirituality,"spirituality,faith,meaning,purpose,peace",Saving Faith by David Baldacci,3.8
0312983298,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,Fiction,"life,story,journey,discovery,humanity",Full Speed (Janet Evanovich's Full Series) by Janet Evanovich,3.4
0743437640,The Mulberry Tree,Jude Deveraux,Fiction,"life,story,journey,discovery,humanity",The Mulberry Tree by Jude Deveraux,3.9
0375703861,White Teeth: A Novel,Zadie Smith,Fiction,"life,story,journey,discovery,humanity",White Teeth: A Novel by Zadie Smith,3.9
0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,History,"history,war,society,power,change",Sophie's World: A Novel About the History of Philosophy by Jostein Gaarder,3.9
0312924585,Silence of the Lambs,Thomas Harris,Fiction,"life,story,journey,discovery,humanity",Silence of the Lambs by Thomas Harris,4.3
0385479565,The Hot Zone,Richard Preston,Fiction,"life,story,journey,discovery,humanity",The Hot Zone by Richard Preston,4.1
0312274920,Round Ireland With a Fridge,Tony Hawks,Fiction,"life,story,journey,discovery,humanity",Round Ireland With a Fridge by Tony Hawks,3.9
0345409671,"Memnoch the Devil (Vampire Chronicles, No 5)",Anne Rice,Fiction,"life,story,journey,discovery,humanity","Memnoch the Devil (Vampire Chronicles, No 5) by Anne Rice",3.8
0425162443,The Rapture of Canaan,Sheri Reynolds,Fiction,"life,story,journey,discovery,humanity",The Rapture of Canaan by Sheri Reynolds,4.1
0345423291,What We Keep : A Novel (Ballantine Reader's Circle),Elizabeth Berg,Fiction,"life,story,journey,discovery,humanity",What We Keep : A Novel (Ballantine Reader's Circle) by Elizabeth Berg,4.0
0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,Fiction,"life,story,journey,discovery,humanity",Heaven and Earth (Three Sisters Island Trilogy) by Nora Roberts,4.0
0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,Fiction,"life,story,journey,discovery,humanity",Dance upon the Air (Three Sisters Island Trilogy) by Nora Roberts,4.0
0446679364,The Future Homemakers of America,Laurie Graham,Sci-Fi,"space,science,future,technology,discovery",The Future Homemakers of America by Laurie Graham,4.0
038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,Fiction,"life,story,journey,discovery,humanity",What Looks Like Crazy On An Ordinary Day by Pearl Cleage,3.8
0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,Memoir,"memoir,life,identity,resilience,growth",Angela's Ashes (MMP) : A Memoir by Frank McCourt,4.0
0312421273,The Corrections: A Novel,Jonathan Franzen,Fiction,"life,story,journey,discovery,humanity",The Corrections: A Novel by Jonathan Franzen,3.5
0440241162,Nerd in Shining Armor,Vicki Lewis Thompson,Fiction,"life,story,journey,discovery,humanity",Nerd in Shining Armor by Vicki Lewis Thompson,3.7
0156007754,Blindness (Harvest Book),Jose Saramago,Fiction,"life,story,journey,discovery,humanity",Blindness (Harvest Book) by Jose Saramago,4.4
031205436X,Generation X: Tales for an Accelerated Culture,Douglas Coupland,Fiction,"life,story,journey,discovery,humanity",Generation X: Tales for an Accelerated Culture by Douglas Coupland,3.7
1573228214,High Fidelity,Nick Hornby,Fiction,"life,story,journey,discovery,humanity",High Fidelity by Nick Hornby,3.9
0064407675,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,Fiction,"life,story,journey,discovery,humanity","The Reptile Room (A Series of Unfortunate Events, Book 2) by Lemony Snicket",3.9
0380977788,Coraline,Neil Gaiman,Fiction,"life,story,journey,discovery,humanity",Coraline by Neil Gaiman,4.2
0441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,Fiction,"life,story,journey,discovery,humanity",Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)) by Laurell K. Hamilton,3.9
0441790348,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,Fiction,"life,story,journey,discovery,humanity",Stranger in a Strange Land (Remembering Tomorrow) by Robert A. Heinlein,4.2
0553573403,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,Fiction,"life,story,journey,discovery,humanity","A Game of Thrones (A Song of Ice and Fire, Book 1) by George R.R. Martin",4.4
0345391055,Disclosure,Michael Crichton,Fiction,"life,story,journey,discovery,humanity",Disclosure by Michael Crichton,3.7
0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,Fiction,"life,story,journey,discovery,humanity",The Idiot Girls' Action Adventure Club by Laurie Notaro,3.7
006000438X,The Death of Vishnu: A Novel,Manil Suri,Mystery,"mystery,crime,suspense,detective",The Death of Vishnu: A Novel by Manil Suri,3.8
0374129983,The Corrections,Jonathan Franzen,Fiction,"life,story,journey,discovery,humanity",The Corrections by Jonathan Franzen,3.9
0345413350,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,Horror,"fear,darkness,suspense,supernatural","The Golden Compass (His Dark Materials, Book 1) by PHILIP PULLMAN",4.0
1576737330,The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson,Memoir,"memoir,life,identity,resilience,growth",The Prayer of Jabez: Breaking Through to the Blessed Life by Bruce Wilkinson,3.5
0316601950,The Pilot's Wife : A Novel,Anita Shreve,Fiction,"life,story,journey,discovery,humanity",The Pilot's Wife : A Novel by Anita Shreve,3.8
0345314255,Sword of Shannara,Terry Brooks,Fantasy,"magic,adventure,fantasy,quest,power",Sword of Shannara by Terry Brooks,3.8
1573227331,About a Boy,Nick Hornby,Fiction,"life,story,journey,discovery,humanity",About a Boy by Nick Hornby,3.8
0066214122,Prey: A Novel,Michael Crichton,Fiction,"life,story,journey,discovery,humanity",Prey: A Novel by Michael Crichton,3.9
0375502238,Blessings,ANNA QUINDLEN,Fiction,"life,story,journey,discovery,humanity",Blessings by ANNA QUINDLEN,3.9
0451183665,A Case of Need,Michael Crichton,Fiction,"life,story,journey,discovery,humanity",A Case of Need by Michael Crichton,3.4
0399150897,Blow Fly: A Scarpetta Novel,Patricia Cornwell,Fiction,"life,story,journey,discovery,humanity",Blow Fly: A Scarpetta Novel by Patricia Cornwell,3.7
074322535X,Gap Creek: The Story of a Marriage,Robert Morgan,Memoir,"memoir,life,identity,resilience,growth",Gap Creek: The Story of a Marriage by Robert Morgan,3.7
0373250126,Milkrun,Sarah Mlynowski,Fiction,"life,story,journey,discovery,humanity",Milkrun by Sarah Mlynowski,3.8
038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,Fiction,"life,story,journey,discovery,humanity",The Devil Wears Prada : A Novel by LAUREN WEISBERGER,3.6
0552998001,Blackberry Wine,Joanne Harris,Fiction,"life,story,journey,discovery,humanity",Blackberry Wine by Joanne Harris,3.9
0671004530,On the Street Where You Live,Mary Higgins Clark,Fiction,"life,story,journey,discovery,humanity",On the Street Where You Live by Mary Higgins Clark,4.0
0060959037,Prodigal Summer: A Novel,Barbara Kingsolver,Fiction,"life,story,journey,discovery,humanity",Prodigal Summer: A Novel by Barbara Kingsolver,4.2
014028009X,Bridget Jones's Diary,Helen Fielding,Memoir,"memoir,life,identity,resilience,growth",Bridget Jones's Diary by Helen Fielding,3.8
0452282829,We Were the Mulvaneys,Joyce Carol Oates,Fiction,"life,story,journey,discovery,humanity",We Were the Mulvaneys by Joyce Carol Oates,3.6
0060929871,Brave New World,Aldous Huxley,Fiction,"life,story,journey,discovery,humanity",Brave New World by Aldous Huxley,3.9
